96003605;MPG16;Bolts, nuts and gasket, DN 150, 5708601065545;90
96439184;MPG16;Bracket;578
96416762;MPG27;Bracket;608
96958367;MPG42;Bracket cpl. (2unIts) D90/D117 R;317
91713196;MPG30;Bracket for electrodes;80
96003338;MPG30;Bracket for level swItch;64
96255641;MPG42;Bracket, horIzontal dry InstallatIon;366
96294872;MPG42;Bracket, horIzontal dry InstallatIon;208
956015;MPG27;"BV 1 1/2"", foot valve wIthout sprIng, Rp 11/2, Cast Iron";133
956012;MPG27;"BV 1 1/4"", foot valve wIthout sprIng, Rp 1 1/4, Cast Iron";83
956010;MPG27;"BV 1"", foot valve wIthout sprIng, Rp 1, Cast Iron";58
956025;MPG27;"BV 2 1/2"", foot valve wIthout sprIng, Rp 2 1/2, Cast Iron";196
956020;MPG27;"BV 2"", foot valve wIthout sprIng, Rp 2, Cast Iron";150
956030;MPG27;"BV 3"", foot valve wIthout sprIng, Rp 3, Cast Iron";243
956007;MPG16;"BV 3/4"", foot valve wIthout sprIng, Rp 3/4, Cast Iron";74
956459;MPG44;"BV 5"", foot valve wIth sprIng, Rp 5, NIckel-resIst";3445
956461;MPG44;"BV 6"", foot valve wIth sprIng, Rp 6, NIckel-resIst";3320
956115;MPG27;"BVF 1 1/2"", foot valve wIth sprIng, Rp 1 1/2, Cast Iron";135
956112;MPG27;"BVF 1 1/4"", foot valve wIth sprIng, Rp 1 1/4, Cast Iron";104
956110;MPG27;"BVF 1"", foot valve wIth sprIng, , Cast Iron";73
956125;MPG16;"BVF 2 1/2"", foot valve wIth sprIng, , Cast Iron";219
956120;MPG16;"BVF 2"", foot valve wIth sprIng, Rp 2, Cast Iron";166
956107;MPG7;"BVF 3/4"", foot valve wIth sprIng, Rp 3/4, Cast Iron";86
956449;MPG16;BVF, foot valve, DN 100, Cast Iron;1444
115016;MPG42;Cable clIps, 16 buttons, 7,5 m fastenIng rubber;37
96002084;S1;Cable guard;361
98991655;MPG30;Cable Hanger                                                   ;15
98374260;MPG30;Cable M2.00-X/-B-1;49
98374271;MPG30;Cable M5.00-X/-B-1;61
799901;S1;Cable termInatIon kIt and plug MS 402 & MS 4000 up to 5,5 kW;62
799902;S1;Cable termInatIon kIt and plug MS 402 & MS 4000 up to 5,5 kW;134
00ID8903;MPG42;"Cable termInatIon kIt. type M 0 4"" motors";44
00ID8904;MPG42;"Cable termInatIon kIt. type M 1 6"" motors";77
00ID8905;MPG42;"Cable termInatIon kIt. type M 2 6"" motors";101
00ID8906;MPG42;"Cable termInatIon kIt. type M 3 8"" & 10"" motors";167
96021473;S1;CabletermInatIon set SQ 3x4.0-6.0mm2 EU;32
98469210;MPG30;"CapIllary tube UNS7/16"",1w";22
96824631;MPG28;CIM 050 GENIbus;127
96824797;MPG28;CIM 100 LonWorks;239
96824793;MPG28;CIM 150 ProfIbus DP;263
96824796;MPG28;CIM 200 Modbus RTU;239
96898815;MPG28;CIM 270 GRM;563
96893770;MPG28;CIM 300 BACnet MS/TP;239
98128063;MPG28;CIU152 Autoadapt ProfIbus DP cpl.;732
96753082;MPG28;CIU200 MODBUS cpl.;493
97644690;MPG28;CIU902 Autoadapt cpl. wIth packagIng,;585
405282;MPG27;Clamp couplIng complete, for weldIng, 28,5 / 59, StaInless steel;84
405283;MPG27;Clamp couplIng complete, for weldIng, 28,5 / 59, StaInless steel;88
415300;MPG27;Clamp couplIng complete, for weldIng, 37,2 / 59, StaInless steel;84
415301;MPG27;Clamp couplIng complete, for weldIng, 37,2 / 59, StaInless steel;88
425242;MPG27;Clamp couplIng complete, for weldIng, 43,1 / 89, StaInless steel;116
425243;MPG27;Clamp couplIng complete, for weldIng, 43,1 / 89, StaInless steel;116
335251;MPG27;Clamp couplIng complete, for weldIng, 54,5 / 89, StaInless steel;116
335252;MPG27;Clamp couplIng complete, for weldIng, 54,5 / 89, StaInless steel;116
415311;MPG27;Clamp couplIng complete, threaded, 59 / NPT 1 1/4, StaInless steel;84
415312;MPG27;Clamp couplIng complete, threaded, 59 / NPT 1 1/4, StaInless steel;88
405291;MPG27;Clamp couplIng complete, threaded, 59 / NPT 1, StaInless steel;84
405292;MPG27;Clamp couplIng complete, threaded, 59 / NPT 1, StaInless steel;88
415296;MPG27;Clamp couplIng complete, threaded, 59 / Rp 1 1/4, StaInless steel;84
415297;MPG27;Clamp couplIng complete, threaded, 59 / Rp 1 1/4, StaInless steel;88
405280;MPG27;Clamp couplIng complete, threaded, 59 / Rp 1, StaInless steel;84
405281;MPG27;Clamp couplIng complete, threaded, 59 / Rp 1, StaInless steel;88
425238;MPG27;Clamp couplIng complete, threaded, 89 / Rp 1 1/2, StaInless steel;125
425239;MPG27;Clamp couplIng complete, threaded, 89 / Rp 1 1/2, StaInless steel;125
96508600;MPG27;Clamp couplIng complete, threaded, 89 / Rp 2 1/2, StaInless steel;125
